team,name,nation,position,age,play,start,mplay,goal,assist,PK,PKatt,CrdY,CrdR,perG,perA,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,Karim Rekik\Karim-Rekik,nl NED,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,31,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,Aleix Vidal\Aleix-Vidal,es ESP,DFMF,30,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Ederson\Ederson,br BRA,GK,26,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Rodri\Rodri,es ESP,MF,24,4,4,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Kyle Walker\Kyle-Walker,eng ENG,DF,30,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Raheem Sterling\Raheem-Sterling,eng ENG,FW,25,4,4,350,2,1,0,0,0,0,0.51,0.26,0.77,0.51,0.77,1.2,1.2,0.5,0.32,0.12,0.44,0.32,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Phil Foden\Phil-Foden,eng ENG,FWDF,20,4,4,331,1,0,0,0,0,0,0.27,0.00,0.27,0.27,0.27,1.2,1.2,0.1,0.34,0.03,0.37,0.34,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Nathan Aké\Nathan-Ake,nl NED,DF,25,4,3,290,1,0,0,0,2,0,0.31,0.00,0.31,0.31,0.31,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,29,3,3,270,1,1,1,1,0,0,0.33,0.33,0.67,0.00,0.33,1.5,0.7,1.0,0.49,0.33,0.83,0.24,0.57,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWDF,29,3,3,256,1,1,0,0,0,0,0.35,0.35,0.70,0.35,0.70,0.4,0.4,0.6,0.15,0.20,0.34,0.15,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,26,3,3,250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Rúben Dias\Ruben-Dias,pt POR,DF,23,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Fernandinho\Fernandinho,br BRA,MF,35,4,2,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.15,0.00,0.15,0.15,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,25,2,1,116,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.16,0.10,0.25,0.16,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Ferrán Torres\Ferran-Torres,es ESP,FW,20,3,1,101,0,1,0,0,0,0,0.00,0.89,0.89,0.00,0.89,0.2,0.2,0.2,0.14,0.16,0.30,0.14,0.30,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,João Cancelo\Joao-Cancelo,pt POR,MF,26,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.13,0.13,0.00,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Eric García\Eric-Garcia,es ESP,DF,19,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,23,1,1,90,1,0,0,0,1,0,1.00,0.00,1.00,1.00,1.00,0.3,0.3,0.3,0.26,0.33,0.58,0.26,0.58,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,26,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,John Stones\John-Stones,eng ENG,DF,26,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Sergio Agüero\Sergio-Aguero,ar ARG,FW,32,1,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.17,0.87,1.04,0.17,1.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Liam Delap\Liam-Delap,eng ENG,FW,17,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,29,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.09,0.09,0.00,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Adrian Bernabe\Adrian-Bernabe,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Thomas Doyle\Thomas-Doyle,eng ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,32,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Cole Palmer\Cole-Palmer,eng ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man city,Zack Steffen\Zack-Steffen,us USA,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Harry Maguire\Harry-Maguire,eng ENG,DF,26,46,46,4120,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,0.5,0.06,0.01,0.08,0.06,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,David de Gea\David-de-Gea,es ESP,GK,29,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Harry Maguire\Harry-Maguire,eng ENG,DF,27,4,4,360,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Marcus Rashford\Marcus-Rashford,eng ENG,FW,22,4,4,360,2,2,0,0,0,0,0.50,0.50,1.00,0.50,1.00,1.0,1.0,0.6,0.24,0.14,0.38,0.24,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Luke Shaw\Luke-Shaw,eng ENG,DF,25,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.05,0.05,0.01,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,25,4,4,315,3,2,2,3,1,0,0.86,0.57,1.43,0.29,0.86,2.8,0.5,0.9,0.81,0.26,1.07,0.16,0.42,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Victor Lindelöf\Victor-Lindelof,se SWE,DF,26,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,22,3,3,270,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.2,0.09,0.05,0.14,0.09,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Paul Pogba\Paul-Pogba,fr FRA,MF,27,4,3,242,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.02,0.07,0.05,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Anthony Martial\Anthony-Martial,fr FRA,FW,24,3,3,206,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Scott McTominay\Scott-McTominay,sco SCO,MF,23,3,2,225,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.06,0.11,0.05,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Mason Greenwood\Mason-Greenwood,eng ENG,FW,18,3,2,194,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.19,0.02,0.21,0.19,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Nemanja Matić\Nemanja-Matic,rs SRB,MF,31,3,2,136,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Daniel James\Daniel-James,wal WAL,FW,22,2,2,120,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.21,0.09,0.30,0.21,0.30,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Fred\Fred,br BRA,MF,27,3,1,139,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Eric Bailly\Eric-Bailly,ci CIV,DF,26,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Juan Mata\Juan-Mata,es ESP,FW,32,1,1,89,0,1,0,0,0,0,0.00,1.01,1.01,0.00,1.01,0.1,0.1,0.1,0.07,0.12,0.19,0.07,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,22,1,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,23,4,0,63,1,0,0,0,0,0,1.43,0.00,1.43,1.43,1.43,0.3,0.3,0.0,0.38,0.06,0.43,0.38,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Odion Ighalo\Odion-Ighalo,ng NGA,FW,31,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Dean Henderson\Dean-Henderson,eng ENG,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,27,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
man united,Alex Telles\Alex-Telles,br BRA,DF,27,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Andrew Robertson\Andrew-Robertson,sco SCO,DF,26,5,5,450,1,2,0,0,0,0,0.20,0.40,0.60,0.20,0.60,0.8,0.8,0.8,0.15,0.15,0.30,0.15,0.30,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Mohamed Salah\Mohamed-Salah,eg EGY,FW,28,5,5,450,6,0,2,2,0,0,1.20,0.00,1.20,0.80,0.80,3.4,1.9,1.7,0.68,0.35,1.02,0.38,0.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,21,5,5,448,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.7,0.07,0.14,0.22,0.07,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Roberto Firmino\Roberto-Firmino,br BRA,FW,28,5,5,408,0,2,0,0,1,0,0.00,0.44,0.44,0.00,0.44,1.4,1.4,1.2,0.31,0.27,0.58,0.31,0.58,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,29,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Fabinho\Fabinho,br BRA,MFDF,26,5,4,392,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,29,5,4,361,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,0.36,0.04,0.41,0.36,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Sadio Mané\Sadio-Mane,sn SEN,FW,28,4,4,349,4,0,0,0,2,0,1.03,0.00,1.03,1.03,1.03,3.6,3.6,1.3,0.92,0.33,1.25,0.92,1.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Naby Keïta\Naby-Keita,gn GUI,MF,25,4,4,243,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.14,0.03,0.17,0.14,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Joe Gomez\Joe-Gomez,eng ENG,DF,23,4,3,320,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Alisson\Alisson,br BRA,GK,27,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Jordan Henderson\Jordan-Henderson,eng ENG,MF,30,3,3,200,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.31,0.08,0.38,0.31,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Adrián\Adrian,es ESP,GK,33,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,29,2,1,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Diogo Jota\Diogo-Jota,pt POR,FW,23,3,1,114,1,0,0,0,0,0,0.79,0.00,0.79,0.79,0.79,0.6,0.6,0.0,0.47,0.02,0.50,0.47,0.50,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Joël Matip\Joel-Matip,cm CMR,DF,28,2,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,James Milner\James-Milner,eng ENG,MF,34,3,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Curtis Jones\Curtis-Jones,eng ENG,MF,19,2,0,55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,25,3,0,51,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Divock Origi\Divock-Origi,be BEL,FWMF,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liverpool,Neco Williams\Neco-Williams,wal WAL,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,24,5,5,450,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,0.6,0.01,0.12,0.12,0.01,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Hugo Lloris\Hugo-Lloris,fr FRA,GK,33,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Harry Kane\Harry-Kane,eng ENG,FW,27,5,5,443,5,7,1,1,0,0,1.02,1.42,2.44,0.81,2.23,3.9,3.1,3.2,0.79,0.64,1.43,0.63,1.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Son Heung-min\Son-Heung-min,kr KOR,FW,28,5,5,376,7,2,0,0,0,0,1.68,0.48,2.15,1.68,2.15,2.5,2.5,1.8,0.59,0.43,1.02,0.59,1.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Eric Dier\Eric-Dier,eng ENG,DF,26,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Davinson Sánchez\Davinson-Sanchez,co COL,DF,24,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.16,0.00,0.16,0.16,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Ben Davies\Ben-Davies,wal WAL,DF,27,4,3,288,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Lucas Moura\Lucas-Moura,br BRA,FW,27,5,3,284,1,0,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.8,0.8,0.0,0.26,0.00,0.26,0.26,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Harry Winks\Harry-Winks,eng ENG,MF,24,4,3,257,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Matt Doherty\Matt-Doherty,ie IRL,DF,28,3,3,255,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.12,0.03,0.15,0.12,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,23,5,3,214,1,0,0,0,1,0,0.42,0.00,0.42,0.42,0.42,0.4,0.4,0.0,0.17,0.01,0.18,0.17,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,30,3,2,225,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,31,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Serge Aurier\Serge-Aurier,ci CIV,DF,27,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.6,0.6,0.4,0.31,0.18,0.49,0.31,0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,23,2,2,180,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.5,0.04,0.24,0.28,0.04,0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,22,4,1,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.11,0.15,0.26,0.11,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,24,2,1,121,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.24,0.12,0.35,0.24,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Érik Lamela\Erik-Lamela,ar ARG,FW,28,3,1,87,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.50,0.00,0.50,0.50,0.50,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Dele Alli\Dele-Alli,eng ENG,MF,24,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Gareth Bale\Gareth-Bale,wal WAL,FW,31,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.75,0.00,0.75,0.75,0.75,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Carlos\Carlos,br BRA,FW,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tottenham,Joe Hart\Joe-Hart,eng ENG,GK,33,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,31,5,5,450,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.5,0.5,1.0,0.11,0.21,0.32,0.11,0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Héctor Bellerín\Hector-Bellerin,es ESP,DF,25,5,5,450,0,2,0,0,2,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.4,0.00,0.08,0.08,0.00,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Bernd Leno\Bernd-Leno,de GER,GK,28,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Willian\Willian,br BRA,FW,31,5,5,363,0,2,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.6,0.6,0.7,0.15,0.18,0.33,0.15,0.33,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,22,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.0,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Kieran Tierney\Kieran-Tierney,sco SCO,DF,23,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Granit Xhaka\Granit-Xhaka,ch SUI,MF,27,5,4,319,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.06,0.04,0.10,0.06,0.10,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Dani Ceballos\Dani-Ceballos,es ESP,MF,23,5,3,303,0,1,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.0,0.0,1.4,0.00,0.41,0.41,0.00,0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,David Luiz\David-Luiz,br BRA,DF,33,4,3,272,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,28,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.08,0.01,0.09,0.08,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
