team,name,nation,position,age,play,start,mplay,goal,assist,PK,PKatt,CrdY,CrdR,perG,perA,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Rob Holding\Rob-Holding,eng ENG,DF,24,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Bukayo Saka\Bukayo-Saka,eng ENG,DFMF,18,3,3,264,1,0,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.8,0.8,0.0,0.28,0.00,0.28,0.28,0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,29,4,3,256,3,0,0,0,0,0,1.05,0.00,1.05,1.05,1.05,1.8,1.8,0.2,0.63,0.08,0.71,0.63,0.71,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,22,3,2,184,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,25,5,1,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.4,0.4,0.1,0.21,0.03,0.24,0.21,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,21,5,1,101,1,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,0.9,0.9,0.0,0.80,0.00,0.80,0.80,0.80,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,27,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Thomas Partey\Thomas-Partey,gh GHA,MF,27,1,0,8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Matt Macey\Matt-Macey,eng ENG,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenal,Joe Willock\Joe-Willock,eng ENG,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Timo Werner\Timo-Werner,de GER,FW,24,5,5,449,2,1,0,0,0,0,0.40,0.20,0.60,0.40,0.60,1.5,1.5,0.7,0.31,0.15,0.46,0.31,0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,N'Golo Kanté\NGolo-Kante,fr FRA,MF,29,5,5,442,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Kai Havertz\Kai-Havertz,de GER,MFFW,21,5,5,394,1,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,1.0,1.0,0.5,0.22,0.11,0.33,0.22,0.33,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Kurt Zouma\Kurt-Zouma,fr FRA,DF,25,4,4,360,2,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.4,0.4,0.0,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Jorginho\Jorginho,it ITA,MF,28,4,4,342,3,1,3,4,0,0,0.79,0.26,1.05,0.00,0.26,3.1,0.0,0.9,0.81,0.24,1.05,0.01,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Mason Mount\Mason-Mount,eng ENG,FWMF,21,4,4,341,1,0,0,0,0,0,0.26,0.00,0.26,0.26,0.26,0.5,0.5,0.5,0.12,0.13,0.26,0.12,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Andreas Christensen\Andreas-Christensen,dk DEN,DF,24,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Reece James\Reece-James,eng ENG,DF,20,4,3,274,1,1,0,0,1,0,0.33,0.33,0.66,0.33,0.66,0.1,0.1,0.7,0.02,0.23,0.25,0.02,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,25,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Marcos Alonso\Marcos-Alonso,es ESP,DF,29,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,30,4,2,231,0,1,0,0,1,0,0.00,0.39,0.39,0.00,0.39,0.1,0.1,0.0,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Tammy Abraham\Tammy-Abraham,eng ENG,FW,22,4,2,193,1,0,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.7,1.7,0.0,0.78,0.01,0.79,0.78,0.79,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Ben Chilwell\Ben-Chilwell,eng ENG,DF,23,2,2,180,1,2,0,0,1,0,0.50,1.00,1.50,0.50,1.50,0.2,0.2,0.5,0.09,0.26,0.35,0.09,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Thiago Silva\Thiago-Silva,br BRA,DF,35,2,2,162,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,26,3,2,131,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,19,3,1,138,1,0,0,0,0,0,0.65,0.00,0.65,0.65,0.65,0.3,0.3,0.2,0.17,0.10,0.27,0.17,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Christian Pulisic\Christian-Pulisic,us USA,FW,21,2,1,94,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.13,0.07,0.20,0.13,0.20,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Willy Caballero\Willy-Caballero,ar ARG,GK,38,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Edouard Mendy\Edouard-Mendy,sn SEN,GK,28,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,24,1,1,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,22,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Ross Barkley\Ross-Barkley,eng ENG,MF,26,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Hakim Ziyech\Hakim-Ziyech,ma MAR,FW,27,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.64,0.64,0.00,0.64,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Olivier Giroud\Olivier-Giroud,fr FRA,FWDF,33,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelsea,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,27,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Manuel Neuer\Manuel-Neuer,de GER,GK,34,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Thomas Müller\Thomas-Muller,de GER,MF,30,4,4,352,3,4,0,0,0,0,0.77,1.02,1.79,0.77,1.79,1.7,1.7,2.8,0.45,0.71,1.16,0.45,1.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Serge Gnabry\Serge-Gnabry,de GER,FW,25,4,4,315,3,0,0,0,1,0,0.86,0.00,0.86,0.86,0.86,2.4,2.4,1.4,0.69,0.40,1.09,0.69,1.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,31,4,3,299,7,3,2,2,1,0,2.11,0.90,3.01,1.51,2.41,5.0,3.5,0.5,1.51,0.16,1.67,1.05,1.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,David Alaba\David-Alaba,at AUT,DF,28,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,24,4,3,262,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Jérôme Boateng\Jerome-Boateng,de GER,DF,31,3,3,252,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,25,3,3,244,1,2,0,0,1,0,0.37,0.74,1.11,0.37,1.11,0.5,0.5,1.6,0.19,0.61,0.79,0.19,0.79,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,24,3,3,243,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.08,0.09,0.01,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Leon Goretzka\Leon-Goretzka,de GER,MF,25,4,3,238,1,1,0,0,0,0,0.38,0.38,0.76,0.38,0.76,0.5,0.5,0.4,0.21,0.14,0.34,0.21,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,25,4,2,212,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.38,0.10,0.48,0.38,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Niklas Süle\Niklas-Sule,de GER,DF,24,3,2,182,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Alphonso Davies\Alphonso-Davies,ca CAN,DFFW,19,3,2,179,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Leroy Sané\Leroy-Sane,de GER,FW,24,2,2,144,1,2,0,0,0,0,0.62,1.25,1.87,0.62,1.87,0.9,0.9,2.1,0.55,1.30,1.84,0.55,1.84,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Kingsley Coman\Kingsley-Coman,fr FRA,FW,24,2,1,103,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Chris Richards\Chris-Richards,us USA,DF,20,2,1,82,0,1,0,0,0,0,0.00,1.10,1.10,0.00,1.10,0.0,0.0,0.3,0.00,0.28,0.28,0.00,0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FWMF,19,2,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.50,0.24,0.74,0.50,0.74,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Jamal Musiala\Jamal-Musiala,eng ENG,FWMF,17,4,0,68,1,0,0,0,0,0,1.32,0.00,1.32,1.32,1.32,0.2,0.2,0.0,0.27,0.00,0.27,0.27,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Javi Martínez\Javi-Martinez,es ESP,MF,31,2,0,27,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.80,0.00,0.80,0.80,0.80,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Douglas Costa\Douglas-Costa,br BRA,FW,29,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,20,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FW,31,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Adrian Fein\Adrian-Fein,de GER,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Alexander Nübel\Alexander-Nubel,de GER,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Marc Roca\Marc-Roca,es ESP,MF,23,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Bouna Sarr\Bouna-Sarr,gn GUI,DFMF,28,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayern,Sven Ulreich\Sven-Ulreich,de GER,GK,31,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Emre Can\Emre-Can,de GER,DF,26,4,4,360,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,0.1,0.1,0.2,0.01,0.04,0.06,0.01,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Mats Hummels\Mats-Hummels,de GER,DF,31,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.23,0.07,0.30,0.23,0.30,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Axel Witsel\Axel-Witsel,be BEL,MF,31,4,4,352,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.14,0.04,0.19,0.14,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Giovanni Reyna\Giovanni-Reyna,us USA,FWMF,17,4,4,336,1,3,0,0,1,0,0.27,0.80,1.07,0.27,1.07,0.9,0.9,0.7,0.24,0.20,0.44,0.24,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Thomas Meunier\Thomas-Meunier,be BEL,DF,28,4,4,315,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.09,0.10,0.19,0.09,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Erling Håland\Erling-Haland,no NOR,FW,20,4,3,297,4,2,1,1,1,0,1.21,0.61,1.82,0.91,1.52,2.5,1.7,2.0,0.75,0.61,1.36,0.52,1.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Manuel Akanji\Manuel-Akanji,ch SUI,DF,25,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Jadon Sancho\Jadon-Sancho,eng ENG,FW,20,3,3,230,0,1,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.4,0.4,0.6,0.18,0.22,0.40,0.18,0.40,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Jude Bellingham\Jude-Bellingham,eng ENG,MF,17,4,3,211,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.3,0.3,0.5,0.13,0.20,0.34,0.13,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Roman Bürki\Roman-Burki,ch SUI,GK,29,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Marwin Hitz\Marwin-Hitz,ch SUI,GK,32,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,26,3,2,158,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.09,0.31,0.40,0.09,0.40,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Felix Passlack\Felix-Passlack,de GER,DF,22,3,1,169,1,0,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.9,0.9,0.2,0.47,0.12,0.59,0.47,0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Marco Reus\Marco-Reus,de GER,FWMF,31,4,1,141,1,0,0,0,0,0,0.64,0.00,0.64,0.64,0.64,1.4,1.4,0.0,0.93,0.02,0.94,0.93,0.94,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Julian Brandt\Julian-Brandt,de GER,FWMF,24,4,1,127,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.08,0.23,0.32,0.08,0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,24,2,1,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,35,1,1,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.18,0.18,0.00,0.18,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Thorgan Hazard\Thorgan-Hazard,be BEL,DF,27,1,1,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Thomas Delaney\Thomas-Delaney,dk DEN,DFMF,28,3,0,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Reinier\Reinier,br BRA,MFFW,18,2,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.17,0.00,0.17,0.17,0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Nico Schulz\Nico-Schulz,de GER,DF,27,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Stefan Drljača\Stefan-Drljaca,de GER,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Ansgar Knauff\Ansgar-Knauff,de GER,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Mateu Morey\Mateu-Morey,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dortmund,Marius Wolf\Marius-Wolf,de GER,DFFW,25,0,0,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juventus,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,33,3,3,270,1,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.8,0.8,0.0,0.27,0.00,0.27,0.27,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juventus,Danilo\Danilo,br BRA,DF,29,3,3,270,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.03,0.08,0.11,0.03,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,30,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Angeliño\Angelino,es ESP,DFFW,23,4,4,351,2,0,0,0,0,0,0.51,0.00,0.51,0.51,0.51,1.2,1.2,1.2,0.30,0.31,0.61,0.30,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,21,4,4,340,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.03,0.10,0.07,0.10,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Dani Olmo\Dani-Olmo,es ESP,FWMF,22,4,4,314,0,3,0,0,0,0,0.00,0.86,0.86,0.00,0.86,0.8,0.8,1.0,0.23,0.29,0.52,0.23,0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Emil Forsberg\Emil-Forsberg,se SWE,FWMF,28,4,4,277,2,1,1,1,0,0,0.65,0.32,0.97,0.32,0.65,1.3,0.6,1.0,0.43,0.33,0.76,0.18,0.51,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,22,4,3,271,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.20,0.07,0.27,0.20,0.27,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Tyler Adams\Tyler-Adams,us USA,MF,21,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,28,3,3,270,1,1,1,1,0,0,0.33,0.33,0.67,0.00,0.33,0.9,0.1,0.4,0.29,0.13,0.42,0.04,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Amadou Haidara\Amadou-Haidara,ml MLI,DFMF,22,3,3,269,1,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.9,0.9,0.1,0.29,0.03,0.32,0.29,0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Lukas Klostermann\Lukas-Klostermann,de GER,DF,24,4,3,245,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Kevin Kampl\Kevin-Kampl,si SVN,MF,29,3,3,196,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.15,0.07,0.22,0.15,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Christopher Nkunku\Christopher-Nkunku,fr FRA,FW,22,4,2,218,0,1,0,0,0,0,0.00,0.41,0.41,0.00,0.41,0.4,0.4,1.2,0.18,0.49,0.67,0.18,0.67,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,26,3,2,141,2,1,0,0,1,0,1.28,0.64,1.91,1.28,1.91,1.1,1.1,0.2,0.67,0.14,0.81,0.67,0.81,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Willi Orban\Willi-Orban,hu HUN,DF,27,2,1,135,1,0,0,0,0,0,0.67,0.00,0.67,0.67,0.67,0.4,0.4,0.0,0.24,0.00,0.24,0.24,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leipzig,Benjamin Henrichs\Benjamin-Henrichs,de GER,MF,23,4,1,123,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.06,0.12,0.06,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,
