Season,Game,Start,Minute,Against,Against90,Sot,Saves,Save %,Clean-sheet,Clean-sheet %,Psxg,Psnpxg,Net,Netper,Launch,Plaunch,Length,Gklength,Plengthave,Cross,CStop,Outside,Distance
2018-2019,7,7,630,13,1.86,31,20,.645,0,0.0,12.0,0.33,-1.0,-0.15,38.9,47.0,39.8,65.9,39.8,60,11.7,0.29,13.5
2019-2020,34,34,"2,991",29,0.87,103,78,.767,12,35.3,36.8,0.32,+9.8,+0.29,41.9,61.7,47.2,66.4,47.2,343,6.7,0.54,14.3
2020-2021,8,8,720,9,1.13,15,9,.533,1,12.5,7.5,0.38,-0.5,-0.06,44.0,54.5,43.9,70.3,43.9,72,6.9,0.75,15.3
