Season,Game,Start,Minute,Against,Against90,Sot,Saves,Save %,Clean-sheet,Clean-sheet %,Psxg,Psnpxg,Net,Netper,Launch,Plaunch,Length,Gklength,Plengthave,Cross,CStop,Outside,Distance
2014-2015,19,19,"1,710",19,1.00,70,51,.729,8,42.1,,,,,,,,,,,,,
2015-2016,39,39,"3,510",46,1.18,207,161,.778,12,30.8,,,,,,,,,,,,,
2016-2017,23,23,"2,015",22,0.98,67,45,.672,7,30.4,,,,,,,,,,,,,
2017-2018,30,30,"2,700",43,1.43,135,96,.689,7,23.3,42.9,0.30,+2.9,+0.10,47.7,64.0,46.9,64.1,46.9,271,8.9,0.47,15.3
2018-2019,36,36,"3,240",39,1.08,117,78,.675,14,38.9,37.6,0.31,-1.4,-0.04,55.9,22.4,29.0,41.4,29.0,250,7.6,0.64,15.9
2019-2020,33,33,"2,970",47,1.42,99,55,.545,8,24.2,35.5,0.35,-9.5,-0.29,42.6,28.2,31.8,39.1,31.8,238,7.6,0.64,15.9
2020-2021,3,3,270,6,2.00,14,8,.571,0,0.0,4.8,0.34,-1.2,-0.42,52.5,34.2,32.2,40.0,32.2,27,14.8,0.00,14.0
